Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC,Class,Engine Number-Type,FAA Weight Class,ICAO WTC,CWT,SRS,LAHSO
EC45,AIRBUS HELICOPTERS-KAWASAKI,EC-645,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,BK-117D,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,BK-117D Jupiter,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,H-145 Jupiter,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
EC45,AIRBUS HELICOPTERS-KAWASAKI,Jupiter,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
VW10,AIRCONCEPT,Airbuggy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VW10,AIRCONCEPT,VoWi-10 Airbuggy,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SPGY,AIRCRAFT DESIGNS,Sportster Gyro,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
STAL,AIRCRAFT DESIGNS,Stallion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
STAL,AIRCRAFT DESIGNS,Super Stallion,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
STAT,AIRCRAFT DESIGNS,Turbine Stallion,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,
BU20,AIRCRAFT HYDRO-FORMING,Bushmaster 2000,LandPlane,Piston,3,L,Fixed-wing,3P,S,Light,I,III,2
L410,AIRCRAFT INDUSTRIES,L-410 Turbolet,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S+,Light,I,III,
L410,AIRCRAFT INDUSTRIES,Turbolet,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S+,Light,I,III,
A9,AIRCRAFT PARTS,A-9 Quail,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A9,AIRCRAFT PARTS,Quail,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BLKS,AIRCRAFT SPRUCE,Baby Lakes,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BLKS,AIRCRAFT SPRUCE,Buddy Baby Lakes,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RODS,AIRCRAFT SPRUCE,DR-107 One Design,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R109,AIRCRAFT SPRUCE,DR-109 Rhino,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RODS,AIRCRAFT SPRUCE,One Design,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R109,AIRCRAFT SPRUCE,Rhino,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BLKS,AIRCRAFT SPRUCE,Super Baby Lakes,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TAIL,AIRCRAFT SPRUCE,Tailwind,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VWIT,AIRCRAFT SPRUCE,V-Witt,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TAIL,AIRCRAFT SPRUCE,W-10 Tailwind,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ATAC,AIRCRAFT TECHNOLOGIES,Acro 1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ATIS,AIRCRAFT TECHNOLOGIES,Atlantis,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
M360,AIRCRAFT TECHNOLOGIES,Meyer-360,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AVID,AIRDALE,Avid Flyer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SCOM,AIRDALE,Comet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AVID,AIRDALE,Flyer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MAGN,AIRDALE,Magnum,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SPUP,AIRDROME AEROPLANES,Sopwith Pup Replica,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PA18,AIRFRAMES-DAKOTA CUB,Super 18,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA18,AIRFRAMES-DAKOTA CUB,S-18 Super 18,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
ALSL,AIRLONY,Skylane,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SMAX,AIRMAX,SeaMax,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
SMAX,AIRMAX,M-22 SeaMax,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
ONE,AIRNET,One,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JFOX,AIRO,1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
UF10,AIRO,5,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SLG2,AIRPLANE FACTORY,Sling LSA,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SLG4,AIRPLANE FACTORY,Sling 4 TSi,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SLG2,AIRPLANE FACTORY,Sling 2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SLG4,AIRPLANE FACTORY,Sling 4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SNTA,AIRSPORT,Sonata,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DHC2,AIRTECH (1),Beaver,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
DHC2,AIRTECH (1),DHC-2-PZL3S Beaver,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
DHC3,AIRTECH (1),DHC-3-1000 Otter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
DHC3,AIRTECH (1),DHC-3-PZL3S Otter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
DHC3,AIRTECH (1),Otter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CN35,AIRTECH (2),CN-235,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
CN35,AIRTECH (2),CN-235 Persuader,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
CN35,AIRTECH (2),Persuader,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
I11B,AISA,I-11B Peque,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
I115,AISA,I-115,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
I11B,AISA,Peque,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TAIL,AJEP,Tailwind,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TAIL,AJEP,W-8 Tailwind,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
C02T,AJI,Turbo Star 402,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,6
C14T,AJI,Turbo Star 414,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,5
B13,AKAFLIEG BERLIN,B-13,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D39,AKAFLIEG DARMSTADT,D-39,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AK1,AKAFLIEG KARLSRUHE,AK-1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MU23,AKAFLIEG MUNCHEN,Mü-23 Saurier,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SCRO,AKAFLIEG MUNCHEN,Mü-30 Schlacro,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MU23,AKAFLIEG MUNCHEN,Saurier,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SCRO,AKAFLIEG MUNCHEN,Schlacro,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FNKB,AKRON,Funk B,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
G200,AKROTECH,G-200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
G202,AKROTECH,G-202,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP10,AKROTECH EUROPE,CAP-10,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,4
CP22,AKROTECH EUROPE,CAP-222,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP23,AKROTECH EUROPE,CAP-232,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MLER,ALANNE,Moottori-Lerche,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AMX,ALENIA,AMX Ghibli,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
HAR,ALENIA,AV-8 Harrier,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
G222,ALENIA,C-27A Spartan,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
C27J,ALENIA,C-27J Spartan,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
EUFI,ALENIA,Eurofighter 2000,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
G222,ALENIA,G-222,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
AMX,ALENIA,Ghibli,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
HAR,ALENIA,Harrier,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
G222,ALENIA,Spartan (C-27A),LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
C27J,ALENIA,Spartan (C-27J),LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
EUFI,ALENIA,Typhoon,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,G,III,
C27J,ALENIA,HC-27J Spartan,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
C27J,ALENIA AERMACCHI,MC-27J Praetorian,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
C27J,ALENIA AERMACCHI,Praetorian,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
C27J,ALENIA AERMACCHI,HC-27J Spartan,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
M346,ALENIA AERMACCHI,M-346 Master,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
F260,ALENIA AERMACCHI,F-260F,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
M346,ALENIA AERMACCHI,T-346 Master,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
M346,ALENIA AERMACCHI,Master,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
F260,ALENIA AERMACCHI,SF-260E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F260,ALENIA AERMACCHI,SF-260F,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F26T,ALENIA AERMACCHI,SF-260T,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,3
M339,ALENIA AERMACCHI,MB-339,LandPlane,Jet,1,L,Fixed-wing,1J,S+,Light,I,III,
C27J,ALENIA AERMACCHI,C-27J Spartan,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
C27J,ALENIA AERMACCHI,Spartan,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
F260,ALENIA AERMACCHI,F-260E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BL17,ALEXANDRIA,17 Super Viking,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
BL17,ALEXANDRIA,Super Viking,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
A211,ALFA-M,A-211,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
B36T,ALLISON,36 Turbine Bonanza,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,1
B36T,ALLISON,Turbine Bonanza,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,1
PAGO,ALMS,ADV-01 Papango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
J300,ALMS,J-300 Joker,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
J300,ALMS,Joker,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PAGO,ALMS,Papango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SAVG,ALMS,Callao,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ERCO,ALON,A-2 Aircoupe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
ERCO,ALON,Aircoupe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
CHCS,ALPAERO,Choucas,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D11,ALPAVIA,D-117,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF3,ALPAVIA,RF-3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RF4,ALPAVIA,RF-4,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JAJ5,ALPHA,J-5 Marco,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JAJ5,ALPHA,Marco,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ALPHA AVIATION,Alpha 160,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ALPHA AVIATION,R-2160 Alpha 160,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ALPHA AVIATION,Alpha 120,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
R200,ALPHA AVIATION,R-2120 Alpha 120,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PNR4,ALPI,Pioneer 400,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PNR2,ALPI,Pioneer 230,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ES11,ALPI,AH-130 Syton,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
ES11,ALPI,Syton,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
PNR2,ALPI,Pioneer 200,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PNR3,ALPI,Pioneer 300,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PNR3,ALPI,Pioneer 330,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AV68,ALPLA,AVO-68 Samburo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AV68,ALPLA,Samburo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ALC1,ALTAIR COELHO,AC-11,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RARO,ALTITUDE,Radial Rocket,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RARO,ALTITUDE,P-85,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BD5,ALTURAIR,BD-5B Micro,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BD5,ALTURAIR,BD-5G Micro,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BD5J,ALTURAIR,BD-5J Micro,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
BD5,ALTURAIR,Micro (BD-5B/G),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BD5J,ALTURAIR,Micro (BD-5J),LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
POLI,ALVAREZ,Polliwagen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DEAG,AMAX,Double Eagle,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
KTOO,AMAX,J-6 Karatoo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KTOO,AMAX,Karatoo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SPOR,AMAX,Sport 1700,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VIXN,AMAX,Vixen,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ROND,AMBROSINI,F-4 Rondone,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ROND,AMBROSINI,Rondone,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TB05,AMC,Texas Bullet 205,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH2T,AMD,Alarus,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,AMD,CH-601 Zodiac,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH2T,AMD,CH-2000 Alarus,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH2T,AMD,CH-2000 Zénith,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX1T,AMD,Patriot,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH2T,AMD,Zénith,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH75,AMD,CH-750 Cruzer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH75,AMD,Cruzer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH75,AMD,Stol,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH60,AMD,Zodiac (CH-601),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH65,AMD,Zodiac (CH-650),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH65,AMD,CH-650 Zodiac,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CH75,AMD,CH-750 Stol,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MX1T,AMD,MXP-150 Patriot,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
EAGT,AMEAGLE,American Eaglet,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AA1,AMERICAN,AA-1 Tr2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA1,AMERICAN,AA-1 Trainer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA1,AMERICAN,AA-1 Yankee,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA5,AMERICAN,AA-5 Traveler,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA1,AMERICAN,Tr2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA1,AMERICAN,Trainer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA5,AMERICAN,Traveler,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA1,AMERICAN,Yankee,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
VSON,AMERICAN AFFORDABLE,Vision,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FALC,AMERICAN AIRCRAFT,Falcon XP,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SPHA,AMERICAN AUTOGYRO,SparrowHawk,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
SPHA,AMERICAN AUTOGYRO,Spinus,Gyrocopter,Piston,1,L,Gyrocopter,1P,S,Light,I,I,
CH7B,AMERICAN CHAMPION,7GCAA Citabria Ultimate Adventure,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,7GCBC Citabria High Country Explorer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,Citabria  Ultimate Adventure,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,Citabria High Country Explorer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AMERICAN CHAMPION,7EC Champ,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AMERICAN CHAMPION,7ECA Citabria Aurora,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,7GCAA Citabria Adventure,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,7GCBC Citabria Explorer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
BL8,AMERICAN CHAMPION,8 Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
BL8,AMERICAN CHAMPION,8 Super Decathlon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
CH7A,AMERICAN CHAMPION,Champ,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,Citabria Adventure,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7A,AMERICAN CHAMPION,Citabria Aurora,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
CH7B,AMERICAN CHAMPION,Citabria Explorer,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
BL8,AMERICAN CHAMPION,Scout,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
BL8,AMERICAN CHAMPION,Super Decathlon,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,2
AEA1,AMERICAN EAGLE,A-1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AEA1,AMERICAN EAGLE,A-101,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AA5,AMERICAN GENERAL,AG-5 Tiger,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
AA5,AMERICAN GENERAL,Tiger,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
JDOE,AMERICAN HOMEBUILTS,John Doe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
J3,AMERICAN LEGEND,AL-3C Legend Cub,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA11,AMERICAN LEGEND,AL-11C Legend Cub Special,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
J3,AMERICAN LEGEND,Legend Cub,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA11,AMERICAN LEGEND,Legend Cub Special,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA18,AMERICAN LEGEND,AL-18 Super Legend,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA18,AMERICAN LEGEND,Super Legend,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA18,AMERICAN LEGEND,AL-18 MOAC,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
PA18,AMERICAN LEGEND,MOAC,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
ULTS,AMERICAN SPORTSCOPTER,Ultrasport 496,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
BLBU,AMEUR,Altania,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BLBU,AMEUR,Balbuzard,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BLBU,AMEUR,Baljims,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TFK2,AMS-FLIGHT,Carat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AMX,AMX,A-1,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
AMX,AMX,AMX,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
AMX,AMX,AMX Ghibli,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
AMX,AMX,Ghibli,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
TARO,ANAHUAC,Tauro,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KFIS,ANDERSON,EA-1 Kingfisher,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
KFIS,ANDERSON,Kingfisher,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
T250,ANDERSON-GREENWOOD,Aries,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
T250,ANDERSON-GREENWOOD,T-250 Aries,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
T250,ANDERSON-GREENWOOD,51,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
T250,ANDERSON-GREENWOOD,AG-51,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JUNR,ANDREASSON,BA-7,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JUNR,ANDREASSON,MFI-9,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ANGL,ANGEL,44 Angel,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
ANGL,ANGEL,Angel,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
KTOO,ANGLIN,J-6 Karatoo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KTOO,ANGLIN,Karatoo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SWAK,ANGLIN,Space Walker 1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SWAK,ANGLIN,Space Walker 2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TRIS,ANGLO NORMANDY,BN-2A Mk3 Trislander,LandPlane,Piston,3,L,Fixed-wing,3P,S,Light,I,III,2
TRIS,ANGLO NORMANDY,Trislander,LandPlane,Piston,3,L,Fixed-wing,3P,S,Light,I,III,2
P220,ANTONIEWSKI,P-220S-AT2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
P220,ANTONIEWSKI,P-220S-AT3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A178,ANTONOV,An-178,LandPlane,Jet,2,M,Fixed-wing,2J,L,Medium,F,III,
AN2,ANTONOV,An-2,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AN3,ANTONOV,An-3,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S+,Light,I,III,
AN8,ANTONOV,An-8,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,F,III,
AN12,ANTONOV,An-12,LandPlane,Turboprop/Turboshaft,4,M,Fixed-wing,4T,L,Medium,F,III,
